vederböra	vb_0d_vederböra
handskas	vb_1s_andas
harmas	vb_1s_andas
hoppas	vb_1s_andas
höstas	vb_1s_andas
illfänas	vb_1s_andas
inandas	vb_1s_andas
indigneras	vb_1s_andas
jäklas	vb_1s_andas
jävlas	vb_1s_andas
kallsvettas	vb_1s_andas
kappas	vb_1s_andas
kåras	vb_1s_andas
kittlas	vb_1s_andas
kivas	vb_1s_andas
knoppas	vb_1s_andas
knuffas	vb_1s_andas
kubbas	vb_1s_andas
kvällas	vb_1s_andas
låssas	vb_1s_andas
låtsas	vb_1s_andas
levras	vb_1s_andas
lövas	vb_1s_andas
luggas	vb_1s_andas
luras	vb_1s_andas
lyckas	vb_1s_andas
mattas	vb_1s_andas
misslyckas	vb_1s_andas
näbbas	vb_1s_andas
nalkas	vb_1s_andas
nappas	vb_1s_andas
narras	vb_1s_andas
nattas	vb_1s_andas
nödgas	vb_1s_andas
nödsakas	vb_1s_andas
olyckas	vb_1s_andas
oturas	vb_1s_andas
pussas	vb_1s_andas
råkas	vb_1s_andas
räknas	vb_1s_andas
randas	vb_1s_andas
retas	vb_1s_andas
ryktas	vb_1s_andas
saknas	vb_1s_andas
sämjas	vb_1s_andas
samlas	vb_1s_andas
samsas	vb_1s_andas
skalkas	vb_1s_andas
skingras	vb_1s_andas
skockas	vb_1s_andas
släktas	vb_1s_andas
smågnabbas	vb_1s_andas
somras	vb_1s_andas
sparkas	vb_1s_andas
språkas	vb_1s_andas
stångas	vb_1s_andas
sturskas	vb_1s_andas
svettas	vb_1s_andas
tampas	vb_1s_andas
tåras	vb_1s_andas
tetas	vb_1s_andas
tillbakabildas	vb_1s_andas
träffas	vb_1s_andas
transsubstantieras	vb_1s_andas
transubstantieras	vb_1s_andas
tredskas	vb_1s_andas
trilskas	vb_1s_andas
tröttas	vb_1s_andas
ullas	vb_1s_andas
utandas	vb_1s_andas
utspelas	vb_1s_andas
utvecklas	vb_1s_andas
vanartas	vb_1s_andas
våndas	vb_1s_andas
vankas	vb_1s_andas
vansläktas	vb_1s_andas
vänslas	vb_1s_andas
varas	vb_1s_andas
våras	vb_1s_andas
värdigas	vb_1s_andas
väsnas	vb_1s_andas
vätskas	vb_1s_andas
vintras	vb_1s_andas
vistas	vb_1s_andas
vredgas	vb_1s_andas
vrenskas	vb_1s_andas
gillas	vb_1s_gillas
åka	vb_2a_ansöka
anfräta	vb_2a_ansöka
anlöpa	vb_2a_ansöka
ansöka	vb_2a_ansöka
ärekränka	vb_2a_ansöka
återbesöka	vb_2a_ansöka
återköpa	vb_2a_ansöka
återlösa	vb_2a_ansöka
återupptäcka	vb_2a_ansöka
återuppväcka	vb_2a_ansöka
återväxa	vb_2a_ansöka
avblåsa	vb_2a_ansöka
avhjälpa	vb_2a_ansöka
avhysa	vb_2a_ansöka
avläsa	vb_2a_ansöka
avlöpa	vb_2a_ansöka
avlösa	vb_2a_ansöka
avlysa	vb_2a_ansöka
avmäta	vb_2a_ansöka
avresa	vb_2a_ansöka
avskräcka	vb_2a_ansöka
avsöka	vb_2a_ansöka
avstöta	vb_2a_ansöka
avstyrka	vb_2a_ansöka
avtäcka	vb_2a_ansöka
bannlysa	vb_2a_ansöka
beglänsa	vb_2a_ansöka
bekröna	vb_2a_ansöka
belysa	vb_2a_ansöka
bemärka	vb_2a_ansöka
bemöta	vb_2a_ansöka
besöka	vb_2a_ansöka
bestänka	vb_2a_ansöka
bestyrka	vb_2a_ansöka
betäcka	vb_2a_ansöka
betänka	vb_2a_ansöka
betrycka	vb_2a_ansöka
bisträcka	vb_2a_ansöka
blåsa	vb_2a_ansöka
bleka	vb_2a_ansöka
blöta	vb_2a_ansöka
bortskänka	vb_2a_ansöka
bräcka	vb_2a_ansöka
brännmärka	vb_2a_ansöka
bryna	vb_2a_ansöka
byta	vb_2a_ansöka
dänka	vb_2a_ansöka
datummärka	vb_2a_ansöka
djupfrysa	vb_2a_ansöka
döpa	vb_2a_ansöka
dränka	vb_2a_ansöka
dräpa	vb_2a_ansöka
efterlysa	vb_2a_ansöka
efterskänka	vb_2a_ansöka
eftersöka	vb_2a_ansöka
färdigjäsa	vb_2a_ansöka
fläka	vb_2a_ansöka
förbyta	vb_2a_ansöka
förkrympa	vb_2a_ansöka
förlika	vb_2a_ansöka
förlisa	vb_2a_ansöka
förlösa	vb_2a_ansöka
förmärka	vb_2a_ansöka
förnöta	vb_2a_ansöka
förrycka	vb_2a_ansöka
försänka	vb_2a_ansöka
förskräcka	vb_2a_ansöka
förstärka	vb_2a_ansöka
försträcka	vb_2a_ansöka
förtänka	vb_2a_ansöka
förtjusa	vb_2a_ansöka
förtrycka	vb_2a_ansöka
förtycka	vb_2a_ansöka
förundersöka	vb_2a_ansöka
fösa	vb_2a_ansöka
frälsa	vb_2a_ansöka
fräsa	vb_2a_ansöka
fräta	vb_2a_ansöka
fridlysa	vb_2a_ansöka
friköpa	vb_2a_ansöka
frimärka	vb_2a_ansöka
frisläppa	vb_2a_ansöka
genomlysa	vb_2a_ansöka
genomsöka	vb_2a_ansöka
genomsteka	vb_2a_ansöka
genomtänka	vb_2a_ansöka
glädjemäta	vb_2a_ansöka
glödsteka	vb_2a_ansöka
grundstöta	vb_2a_ansöka
hänrycka	vb_2a_ansöka
hemsöka	vb_2a_ansöka
hjälpa	vb_2a_ansöka
hysa	vb_2a_ansöka
indränka	vb_2a_ansöka
inhysa	vb_2a_ansöka
inköpa	vb_2a_ansöka
inlöpa	vb_2a_ansöka
inlösa	vb_2a_ansöka
inresa	vb_2a_ansöka
inskärpa	vb_2a_ansöka
inskränka	vb_2a_ansöka
insvepa	vb_2a_ansöka
jäsa	vb_2a_ansöka
kallröka	vb_2a_ansöka
kantklippa	vb_2a_ansöka
kläcka	vb_2a_ansöka
klippa	vb_2a_ansöka
klösa	vb_2a_ansöka
k-märka	vb_2a_ansöka
K-märka	vb_2a_ansöka
knäcka	vb_2a_ansöka
knäppa	vb_2a_ansöka
knycka	vb_2a_ansöka
kontrolläsa	vb_2a_ansöka
kontrollmäta	vb_2a_ansöka
köpa	vb_2a_ansöka
korrekturläsa	vb_2a_ansöka
kortklippa	vb_2a_ansöka
kränka	vb_2a_ansöka
kravmärka	vb_2a_ansöka
kröka	vb_2a_ansöka
kröna	vb_2a_ansöka
krympa	vb_2a_ansöka
kulturminnesmärka	vb_2a_ansöka
kväsa	vb_2a_ansöka
kyssa	vb_2a_ansöka
läcka	vb_2a_ansöka
lagerkröna	vb_2a_ansöka
lagsöka	vb_2a_ansöka
läkarundersöka	vb_2a_ansöka
läka	vb_2a_ansöka
låsa	vb_2a_ansöka
läsa	vb_2a_ansöka
lösa	vb_2a_ansöka
lusläsa	vb_2a_ansöka
lysa	vb_2a_ansöka
märka	vb_2a_ansöka
maskinklippa	vb_2a_ansöka
mäta	vb_2a_ansöka
miljömärka	vb_2a_ansöka
missköta	vb_2a_ansöka
misstänka	vb_2a_ansöka
möta	vb_2a_ansöka
motläsa	vb_2a_ansöka
näpsa	vb_2a_ansöka
nedblåsa	vb_2a_ansöka
nedsänka	vb_2a_ansöka
nerblåsa	vb_2a_ansöka
nersänka	vb_2a_ansöka
nöta	vb_2a_ansöka
oljedränka	vb_2a_ansöka
omsköta	vb_2a_ansöka
omstöpa	vb_2a_ansöka
omsvepa	vb_2a_ansöka
oppläsa	vb_2a_ansöka
oppsöka	vb_2a_ansöka
öronmärka	vb_2a_ansöka
ösa	vb_2a_ansöka
överglänsa	vb_2a_ansöka
överösa	vb_2a_ansöka
överräcka	vb_2a_ansöka
övertäcka	vb_2a_ansöka
prismärka	vb_2a_ansöka
provföreläsa	vb_2a_ansöka
provläsa	vb_2a_ansöka
räcka	vb_2a_ansöka
råsteka	vb_2a_ansöka
regnbågsmärka	vb_2a_ansöka
resa	vb_2a_ansöka
ringmärka	vb_2a_ansöka
röka	vb_2a_ansöka
röna	vb_2a_ansöka
sammanlöpa	vb_2a_ansöka
sammanstöta	vb_2a_ansöka
sammantrycka	vb_2a_ansöka
sammanväxa	vb_2a_ansöka
sänka	vb_2a_ansöka
självläka	vb_2a_ansöka
skänka	vb_2a_ansöka
skärpa	vb_2a_ansöka
sköta	vb_2a_ansöka
skränka	vb_2a_ansöka
skräppa	vb_2a_ansöka
släcka	vb_2a_ansöka
släppa	vb_2a_ansöka
smäcka	vb_2a_ansöka
småträta	vb_2a_ansöka
smeka	vb_2a_ansöka
smörfräsa	vb_2a_ansöka
smörsteka	vb_2a_ansöka
smygröka	vb_2a_ansöka
snäppa	vb_2a_ansöka
snärpa	vb_2a_ansöka
snäsa	vb_2a_ansöka
snöpa	vb_2a_ansöka
snörpa	vb_2a_ansöka
söka	vb_2a_ansöka
späka	vb_2a_ansöka
spräcka	vb_2a_ansöka
spritdränka	vb_2a_ansöka
stäcka	vb_2a_ansöka
stänka	vb_2a_ansöka
stärka	vb_2a_ansöka
steka	vb_2a_ansöka
stjälpa	vb_2a_ansöka
stödköpa	vb_2a_ansöka
stöpa	vb_2a_ansöka
stöta	vb_2a_ansöka
sträcka	vb_2a_ansöka
sträckläsa	vb_2a_ansöka
styrka	vb_2a_ansöka
svepa	vb_2a_ansöka
täcka	vb_2a_ansöka
tänka	vb_2a_ansöka
tentamensläsa	vb_2a_ansöka
tillmäta	vb_2a_ansöka
tillstöta	vb_2a_ansöka
tillstyrka	vb_2a_ansöka
tilltäppa	vb_2a_ansöka
tjuvläsa	vb_2a_ansöka
tjuvröka	vb_2a_ansöka
tjyvröka	vb_2a_ansöka
torröka	vb_2a_ansöka
torvtäcka	vb_2a_ansöka
träcka	vb_2a_ansöka
träta	vb_2a_ansöka
trycka	vb_2a_ansöka
tvångsinlösa	vb_2a_ansöka
tycka	vb_2a_ansöka
ugnssteka	vb_2a_ansöka
underblåsa	vb_2a_ansöka
undersöka	vb_2a_ansöka
undertrycka	vb_2a_ansöka
uppläsa	vb_2a_ansöka
upplösa	vb_2a_ansöka
upplysa	vb_2a_ansöka
uppmäta	vb_2a_ansöka
uppresa	vb_2a_ansöka
uppsöka	vb_2a_ansöka
upptäcka	vb_2a_ansöka
uppväcka	vb_2a_ansöka
ursprungsmärka	vb_2a_ansöka
utbyta	vb_2a_ansöka
utelåsa	vb_2a_ansöka
utläsa	vb_2a_ansöka
utlösa	vb_2a_ansöka
utlysa	vb_2a_ansöka
utmärka	vb_2a_ansöka
utmäta	vb_2a_ansöka
utröna	vb_2a_ansöka
utskänka	vb_2a_ansöka
utsläcka	vb_2a_ansöka
utsöka	vb_2a_ansöka
utstöta	vb_2a_ansöka
utsträcka	vb_2a_ansöka
uttrycka	vb_2a_ansöka
väcka	vb_2a_ansöka
vändsteka	vb_2a_ansöka
vansköta	vb_2a_ansöka
vänsterknäcka	vb_2a_ansöka
varmröka	vb_2a_ansöka
värpa	vb_2a_ansöka
väsa	vb_2a_ansöka
väta	vb_2a_ansöka
vattendränka	vb_2a_ansöka
vederkvicka	vb_2a_ansöka
vingklippa	vb_2a_ansöka
vräka	vb_2a_ansöka
genmäla	vb_2a_genmäla
mäla	vb_2a_genmäla
angöra	vb_2a_göra
åskådliggöra	vb_2a_göra
avgöra	vb_2a_göra
bekantgöra	vb_2a_göra
eftergöra	vb_2a_göra
fastgöra	vb_2a_göra
förgöra	vb_2a_göra
frigöra	vb_2a_göra
fullgöra	vb_2a_göra
göra	vb_2a_göra
gottgöra	vb_2a_göra
gudomliggöra	vb_2a_göra
klargöra	vb_2a_göra
kungöra	vb_2a_göra
levandegöra	vb_2a_göra
lösgöra	vb_2a_göra
lyckliggöra	vb_2a_göra
lycksaliggöra	vb_2a_göra
märkvärdiggöra	vb_2a_göra
medvetandegöra	vb_2a_göra
misstänkliggöra	vb_2a_göra
mjukgöra	vb_2a_göra
möjliggöra	vb_2a_göra
nedgöra	vb_2a_göra
nergöra	vb_2a_göra
nödvändiggöra	vb_2a_göra
nyttiggöra	vb_2a_göra
odödliggöra	vb_2a_göra
offentliggöra	vb_2a_göra
omintetgöra	vb_2a_göra
omöjliggöra	vb_2a_göra
oskadliggöra	vb_2a_göra
osynliggöra	vb_2a_göra
rådgöra	vb_2a_göra
rättfärdiggöra	vb_2a_göra
redogöra	vb_2a_göra
rengöra	vb_2a_göra
saliggöra	vb_2a_göra
synliggöra	vb_2a_göra
tillgängliggöra	vb_2a_göra
tillintetgöra	vb_2a_göra
tjänstgöra	vb_2a_göra
tydliggöra	vb_2a_göra
utgöra	vb_2a_göra
vassgöra	vb_2a_göra
verkliggöra	vb_2a_göra
åhöra	vb_2a_hyra
anföra	vb_2a_hyra
återföra	vb_2a_hyra
återinföra	vb_2a_hyra
återuppföra	vb_2a_hyra
avföra	vb_2a_hyra
avhöra	vb_2a_hyra
avsnöra	vb_2a_hyra
avstöra	vb_2a_hyra
avstyra	vb_2a_hyra
begära	vb_2a_hyra
beröra	vb_2a_hyra
beskära	vb_2a_hyra
bestyra	vb_2a_hyra
blåköra	vb_2a_hyra
bokföra	vb_2a_hyra
bönhöra	vb_2a_hyra
bortföra	vb_2a_hyra
detaljstyra	vb_2a_hyra
diarieföra	vb_2a_hyra
efterhöra	vb_2a_hyra
folkbokföra	vb_2a_hyra
föra	vb_2a_hyra
förföra	vb_2a_hyra
förhöra	vb_2a_hyra
förhyra	vb_2a_hyra
förstöra	vb_2a_hyra
förtära	vb_2a_hyra
fortköra	vb_2a_hyra
framföra	vb_2a_hyra
genomföra	vb_2a_hyra
hänföra	vb_2a_hyra
härröra	vb_2a_hyra
hemföra	vb_2a_hyra
höra	vb_2a_hyra
hyra	vb_2a_hyra
införa	vb_2a_hyra
inlära	vb_2a_hyra
jämföra	vb_2a_hyra
kallröra	vb_2a_hyra
kappköra	vb_2a_hyra
köra	vb_2a_hyra
korsförhöra	vb_2a_hyra
krypköra	vb_2a_hyra
kyrkbokföra	vb_2a_hyra
kyrkobokföra	vb_2a_hyra
lagerföra	vb_2a_hyra
lagföra	vb_2a_hyra
lära	vb_2a_hyra
livnära	vb_2a_hyra
marknadsföra	vb_2a_hyra
medföra	vb_2a_hyra
mikrostyra	vb_2a_hyra
nära	vb_2a_hyra
ombestyra	vb_2a_hyra
omföra	vb_2a_hyra
omköra	vb_2a_hyra
överföra	vb_2a_hyra
övningsköra	vb_2a_hyra
påföra	vb_2a_hyra
premiärköra	vb_2a_hyra
promenadköra	vb_2a_hyra
protokollföra	vb_2a_hyra
provköra	vb_2a_hyra
pyra	vb_2a_hyra
rådföra	vb_2a_hyra
röra	vb_2a_hyra
saluföra	vb_2a_hyra
samköra	vb_2a_hyra
sammanföra	vb_2a_hyra
slutföra	vb_2a_hyra
snöra	vb_2a_hyra
söndagsköra	vb_2a_hyra
störa	vb_2a_hyra
styra	vb_2a_hyra
tåla	vb_2a_hyra
tära	vb_2a_hyra
testköra	vb_2a_hyra
tillföra	vb_2a_hyra
tillhöra	vb_2a_hyra
torgföra	vb_2a_hyra
totalförstöra	vb_2a_hyra
uppföra	vb_2a_hyra
upphöra	vb_2a_hyra
uppröra	vb_2a_hyra
uruppföra	vb_2a_hyra
utföra	vb_2a_hyra
uthyra	vb_2a_hyra
vågföra	vb_2a_hyra
våldföra	vb_2a_hyra
vanstyra	vb_2a_hyra
varmköra	vb_2a_hyra
vidröra	vb_2a_hyra
vilseföra	vb_2a_hyra
yra	vb_2a_hyra
avkänna	vb_2a_känna
bekänna	vb_2a_känna
bränna	vb_2a_känna
erkänna	vb_2a_känna
finbränna	vb_2a_känna
förbränna	vb_2a_känna
frånkänna	vb_2a_känna
frikänna	vb_2a_känna
godkänna	vb_2a_känna
igenkänna	vb_2a_känna
känna	vb_2a_känna
kringränna	vb_2a_känna
minna	vb_2a_känna
misskänna	vb_2a_känna
omspänna	vb_2a_känna
påminna	vb_2a_känna
ränna	vb_2a_känna
spänna	vb_2a_känna
tillerkänna	vb_2a_känna
underkänna	vb_2a_känna
uppränna	vb_2a_känna
vidbränna	vb_2a_känna
ådagalägga	vb_2a_lägga
ålägga	vb_2a_lägga
anlägga	vb_2a_lägga
avgiftsbelägga	vb_2a_lägga
avlägga	vb_2a_lägga
belägga	vb_2a_lägga
beslaglägga	vb_2a_lägga
bilägga	vb_2a_lägga
blötlägga	vb_2a_lägga
blottlägga	vb_2a_lägga
bordlägga	vb_2a_lägga
brolägga	vb_2a_lägga
erlägga	vb_2a_lägga
färglägga	vb_2a_lägga
fastlägga	vb_2a_lägga
förelägga	vb_2a_lägga
förlägga	vb_2a_lägga
framlägga	vb_2a_lägga
frilägga	vb_2a_lägga
gravlägga	vb_2a_lägga
grundlägga	vb_2a_lägga
handlägga	vb_2a_lägga
inlägga	vb_2a_lägga
isbelägga	vb_2a_lägga
islägga	vb_2a_lägga
kartlägga	vb_2a_lägga
klarlägga	vb_2a_lägga
korslägga	vb_2a_lägga
lägga	vb_2a_lägga
licensbelägga	vb_2a_lägga
mörklägga	vb_2a_lägga
nedlägga	vb_2a_lägga
nerlägga	vb_2a_lägga
nyanlägga	vb_2a_lägga
ödelägga	vb_2a_lägga
opplägga	vb_2a_lägga
överbelägga	vb_2a_lägga
överlägga	vb_2a_lägga
pålägga	vb_2a_lägga
planlägga	vb_2a_lägga
presslägga	vb_2a_lägga
rådlägga	vb_2a_lägga
sammanlägga	vb_2a_lägga
schemalägga	vb_2a_lägga
sekretessbelägga	vb_2a_lägga
senarelägga	vb_2a_lägga
skambelägga	vb_2a_lägga
skattlägga	vb_2a_lägga
skrinlägga	vb_2a_lägga
skuldbelägga	vb_2a_lägga
stenlägga	vb_2a_lägga
straffbelägga	vb_2a_lägga
tabubelägga	vb_2a_lägga
tidigarelägga	vb_2a_lägga
tillägga	vb_2a_lägga
tillrättalägga	vb_2a_lägga
tillryggalägga	vb_2a_lägga
torrlägga	vb_2a_lägga
upplägga	vb_2a_lägga
utlägga	vb_2a_lägga
vederlägga	vb_2a_lägga
anträda	vb_2a_leda
antyda	vb_2a_leda
återinträda	vb_2a_leda
avleda	vb_2a_leda
avråda	vb_2a_leda
avreda	vb_2a_leda
avskräda	vb_2a_leda
avträda	vb_2a_leda
bepryda	vb_2a_leda
bereda	vb_2a_leda
beträda	vb_2a_leda
betyda	vb_2a_leda
biträda	vb_2a_leda
blöda	vb_2a_leda
efterträda	vb_2a_leda
föda	vb_2a_leda
föranleda	vb_2a_leda
förbereda	vb_2a_leda
förblöda	vb_2a_leda
företräda	vb_2a_leda
förhyda	vb_2a_leda
förleda	vb_2a_leda
föröda	vb_2a_leda
förråda	vb_2a_leda
framföda	vb_2a_leda
framträda	vb_2a_leda
frånträda	vb_2a_leda
glöda	vb_2a_leda
göda	vb_2a_leda
handleda	vb_2a_leda
häntyda	vb_2a_leda
hårdlöda	vb_2a_leda
härleda	vb_2a_leda
inleda	vb_2a_leda
inreda	vb_2a_leda
inträda	vb_2a_leda
kallsmida	vb_2a_leda
leda	vb_2a_leda
missleda	vb_2a_leda
misspryda	vb_2a_leda
misstyda	vb_2a_leda
öda	vb_2a_leda
oppföda	vb_2a_leda
övergöda	vb_2a_leda
överträda	vb_2a_leda
pålöda	vb_2a_leda
pånyttföda	vb_2a_leda
pryda	vb_2a_leda
råda	vb_2a_leda
reda	vb_2a_leda
sammanträda	vb_2a_leda
samråda	vb_2a_leda
skräda	vb_2a_leda
smida	vb_2a_leda
snabbutreda	vb_2a_leda
störtblöda	vb_2a_leda
sveda	vb_2a_leda
tillråda	vb_2a_leda
tillreda	vb_2a_leda
tillträda	vb_2a_leda
träda	vb_2a_leda
trafikleda	vb_2a_leda
tyda	vb_2a_leda
uppföda	vb_2a_leda
uppträda	vb_2a_leda
utreda	vb_2a_leda
utträda	vb_2a_leda
uttyda	vb_2a_leda
vägleda	vb_2a_leda
vanpryda	vb_2a_leda
vidlåda	vb_2a_leda
vilseleda	vb_2a_leda
återuppleva	vb_2a_leva
efterleva	vb_2a_leva
fortleva	vb_2a_leva
framleva	vb_2a_leva
genomleva	vb_2a_leva
leva	vb_2a_leva
överleva	vb_2a_leva
sammanleva	vb_2a_leva
uppleva	vb_2a_leva
befästa	vb_2a_lyfta
edfästa	vb_2a_lyfta
fästa	vb_2a_lyfta
hugfästa	vb_2a_lyfta
insmälta	vb_2a_lyfta
jordfästa	vb_2a_lyfta
korsfästa	vb_2a_lyfta
lagfästa	vb_2a_lyfta
lyfta	vb_2a_lyfta
namnfästa	vb_2a_lyfta
sammansmälta	vb_2a_lyfta
skvätta	vb_2a_lyfta
smälta	vb_2a_lyfta
smätta	vb_2a_lyfta
sprätta	vb_2a_lyfta
stadfästa	vb_2a_lyfta
tidfästa	vb_2a_lyfta
utfästa	vb_2a_lyfta
välta	vb_2a_lyfta
hötta	vb_2a_mista
hytta	vb_2a_mista
mista	vb_2a_mista
rista	vb_2a_mista
förutsäga	vb_2a_motsäga
framsäga	vb_2a_motsäga
frisäga	vb_2a_motsäga
motsäga	vb_2a_motsäga
tillsäga	vb_2a_motsäga
utsäga	vb_2a_motsäga
avsäga	vb_2a_säga
eftersäga	vb_2a_säga
säga	vb_2a_säga
återförsälja	vb_2a_sälja
återsälja	vb_2a_sälja
försälja	vb_2a_sälja
sälja	vb_2a_sälja
undersälja	vb_2a_sälja
utförsälja	vb_2a_sälja
ändvända	vb_2a_sända
anlända	vb_2a_sända
antända	vb_2a_sända
använda	vb_2a_sända
återanlända	vb_2a_sända
återanvända	vb_2a_sända
återsända	vb_2a_sända
återutsända	vb_2a_sända
återvända	vb_2a_sända
avsända	vb_2a_sända
avvända	vb_2a_sända
direktsända	vb_2a_sända
drejvända	vb_2a_sända
eftersända	vb_2a_sända
försända	vb_2a_sända
förvända	vb_2a_sända
insända	vb_2a_sända
okynnesanvända	vb_2a_sända
omvända	vb_2a_sända
överanvända	vb_2a_sända
översända	vb_2a_sända
sända	vb_2a_sända
spadvända	vb_2a_sända
stadvända	vb_2a_sända
stagvända	vb_2a_sända
tända	vb_2a_sända
tillsända	vb_2a_sända
underanvända	vb_2a_sända
upptända	vb_2a_sända
utsända	vb_2a_sända
vända	vb_2a_sända
ansätta	vb_2a_sätta
åsätta	vb_2a_sätta
åsidosätta	vb_2a_sätta
återbesätta	vb_2a_sätta
återinsätta	vb_2a_sätta
avsätta	vb_2a_sätta
besätta	vb_2a_sätta
betygsätta	vb_2a_sätta
betygssätta	vb_2a_sätta
bisätta	vb_2a_sätta
bysätta	vb_2a_sätta
eftersätta	vb_2a_sätta
ersätta	vb_2a_sätta
fastsätta	vb_2a_sätta
försätta	vb_2a_sätta
fortsätta	vb_2a_sätta
förutsätta	vb_2a_sätta
frisätta	vb_2a_sätta
gravsätta	vb_2a_sätta
ifrågasätta	vb_2a_sätta
igångsätta	vb_2a_sätta
igensätta	vb_2a_sätta
ilandsätta	vb_2a_sätta
insätta	vb_2a_sätta
iscensätta	vb_2a_sätta
iståndsätta	vb_2a_sätta
knäsätta	vb_2a_sätta
konkurrensutsätta	vb_2a_sätta
landsätta	vb_2a_sätta
ljudsätta	vb_2a_sätta
luftlandsätta	vb_2a_sätta
nedsätta	vb_2a_sätta
nersätta	vb_2a_sätta
omsätta	vb_2a_sätta
oppsätta	vb_2a_sätta
ordinariesätta	vb_2a_sätta
översätta	vb_2a_sätta
pantsätta	vb_2a_sätta
prisnedsätta	vb_2a_sätta
prissätta	vb_2a_sätta
rollbesätta	vb_2a_sätta
sammansätta	vb_2a_sätta
sätta	vb_2a_sätta
sjösätta	vb_2a_sätta
skuldsätta	vb_2a_sätta
smaksätta	vb_2a_sätta
stensätta	vb_2a_sätta
strandsätta	vb_2a_sätta
syrsätta	vb_2a_sätta
sysselsätta	vb_2a_sätta
tillsätta	vb_2a_sätta
tonsätta	vb_2a_sätta
undsätta	vb_2a_sätta
uppsätta	vb_2a_sätta
utsätta	vb_2a_sätta
vakanssätta	vb_2a_sätta
vakantsätta	vb_2a_sätta
värdesätta	vb_2a_sätta
spörja	vb_2a_spörja
städja	vb_2a_städja
tillstädja	vb_2a_städja
stödja	vb_2a_stödja
understödja	vb_2a_stödja
tämja	vb_2a_tämja
återvälja	vb_2a_välja
åtskilja	vb_2a_välja
avskilja	vb_2a_välja
avvänja	vb_2a_välja
besmörja	vb_2a_välja
dölja	vb_2a_välja
fördölja	vb_2a_välja
förspörja	vb_2a_välja
frånskilja	vb_2a_välja
invälja	vb_2a_välja
kvälja	vb_2a_välja
nyvälja	vb_2a_välja
omvälja	vb_2a_välja
rundsmörja	vb_2a_välja
särskilja	vb_2a_välja
skilja	vb_2a_välja
smörja	vb_2a_välja
svälja	vb_2a_välja
tillvänja	vb_2a_välja
urskilja	vb_2a_välja
utskilja	vb_2a_välja
utvälja	vb_2a_välja
välja	vb_2a_välja
vänja	vb_2a_välja
ådöma	vb_2a_viga
äga	vb_2a_viga
åldersbestämma	vb_2a_viga
anbefalla	vb_2a_viga
ångförvälla	vb_2a_viga
anmäla	vb_2a_viga
anställa	vb_2a_viga
anstränga	vb_2a_viga
ansvälla	vb_2a_viga
artbestämma	vb_2a_viga
återinviga	vb_2a_viga
återkräva	vb_2a_viga
återställa	vb_2a_viga
återuppbygga	vb_2a_viga
åtfölja	vb_2a_viga
avbeställa	vb_2a_viga
avböja	vb_2a_viga
avdämma	vb_2a_viga
avdöma	vb_2a_viga
avhänga	vb_2a_viga
avkräva	vb_2a_viga
avskava	vb_2a_viga
avställa	vb_2a_viga
avstämma	vb_2a_viga
avstänga	vb_2a_viga
avväga	vb_2a_viga
avvärja	vb_2a_viga
bebygga	vb_2a_viga
bedöma	vb_2a_viga
befalla	vb_2a_viga
behänga	vb_2a_viga
behöva	vb_2a_viga
bemänga	vb_2a_viga
benämna	vb_2a_viga
berömma	vb_2a_viga
beskylla	vb_2a_viga
besörja	vb_2a_viga
beställa	vb_2a_viga
bestämma	vb_2a_viga
böja	vb_2a_viga
borttränga	vb_2a_viga
bötfälla	vb_2a_viga
bronsförgylla	vb_2a_viga
bygga	vb_2a_viga
chockhöja	vb_2a_viga
dämma	vb_2a_viga
dänga	vb_2a_viga
domfälla	vb_2a_viga
drämma	vb_2a_viga
efteranmäla	vb_2a_viga
efterfölja	vb_2a_viga
fälla	vb_2a_viga
färdigbygga	vb_2a_viga
färdigställa	vb_2a_viga
felbedöma	vb_2a_viga
fininställa	vb_2a_viga
finmala	vb_2a_viga
flänga	vb_2a_viga
följa	vb_2a_viga
föranmäla	vb_2a_viga
förbeställa	vb_2a_viga
förbygga	vb_2a_viga
fördämma	vb_2a_viga
fördöma	vb_2a_viga
fördröja	vb_2a_viga
förebygga	vb_2a_viga
föreställa	vb_2a_viga
förfölja	vb_2a_viga
förgylla	vb_2a_viga
förkväva	vb_2a_viga
förlänga	vb_2a_viga
förmäla	vb_2a_viga
förnöja	vb_2a_viga
förskylla	vb_2a_viga
försörja	vb_2a_viga
förspilla	vb_2a_viga
förstämma	vb_2a_viga
förtöja	vb_2a_viga
förutbestämma	vb_2a_viga
förvälla	vb_2a_viga
förvränga	vb_2a_viga
framhäva	vb_2a_viga
framställa	vb_2a_viga
framtränga	vb_2a_viga
fråndöma	vb_2a_viga
friskanmäla	vb_2a_viga
friställa	vb_2a_viga
fullfölja	vb_2a_viga
fylla	vb_2a_viga
genomskölja	vb_2a_viga
genomvärma	vb_2a_viga
gnaga	vb_2a_viga
gnava	vb_2a_viga
gömma	vb_2a_viga
gräva	vb_2a_viga
grovmala	vb_2a_viga
hälla	vb_2a_viga
hänga	vb_2a_viga
häva	vb_2a_viga
hölja	vb_2a_viga
höstplöja	vb_2a_viga
hudflänga	vb_2a_viga
inbygga	vb_2a_viga
inhölja	vb_2a_viga
inkräva	vb_2a_viga
inmänga	vb_2a_viga
innestänga	vb_2a_viga
inrymma	vb_2a_viga
inställa	vb_2a_viga
instämma	vb_2a_viga
instänga	vb_2a_viga
intränga	vb_2a_viga
